Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
The Browning Version,1994,R,1994-10-12,97,Drama,Mike Figgis,"Terence Rattigan (play), Ronald Harwood","Albert Finney, Greta Scacchi, Matthew Modine, Julian Sands","Andrew Crocker-Harris is an embittered and disliked teacher of Greek and Latin at a British public school. After nearly 20 years of service, he is being forced to retire on the pretext of ...",English,UK,Nominated for 1 BAFTA Film Award. Another 1 win & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MjM0OTUwMF5BMl5BanBnXkFtZTcwMTg1NDAwMQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",N/A,7.3,"2,614",tt0109340,movie,14 Oct 2003,N/A,Paramount Pictures,N/A,True
Bushwhacked,1995,PG-13,1995-08-04,90,"Adventure, Comedy, Crime, Family, Mystery",Greg Beeman,"John Jordan (story), Danny Byers (story), John Jordan (screenplay), Danny Byers (screenplay), Tommy Swerdlow (screenplay), Michael Goldberg (screenplay)","Daniel Stern, Jon Polito, Brad Sullivan, Ann Dowd","On the run from authorities, a sleazy courier poses as a scout leader on a camping trip. But he has no idea what he's in for when he has to lead a group of kids.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BM2NlODBjNWQtMDUwNC00MjAzLWFhMWYtNGFiMDliNWY5Y2M5XkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",N/A,5.5,"5,106",tt0112602,movie,11 Mar 2003,N/A,20th Century Fox Film Corporation,N/A,True
Burnt by the Sun,1994,R,1995-04-21,135,"Drama, War",Nikita Mikhalkov,"Rustam Ibragimbekov (dialogue), Rustam Ibragimbekov (screenplay), Nikita Mikhalkov (screenplay), Nikita Mikhalkov (story)","Oleg Menshikov, Nikita Mikhalkov, Ingeborga Dapkunaite, Nadezhda Mikhalkova","Russia, 1936: revolutionary hero Colonel Kotov is spending an idyllic summer in his village with his young wife and six-year-old daughter Nadia and other assorted family and friends. Things...","Russian, French","Russia, France",Won 1 Oscar. Another 3 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMzQ5MDUwNDMyOV5BMl5BanBnXkFtZTcwOTQyMTAwMQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.0/10'}",N/A,8.0,"12,599",tt0111579,movie,15 Jul 2003,N/A,Sony Pictures Home Entertainment,N/A,True
Before the Rain,1994,NOT RATED,1995-02-24,113,"Drama, War",Milcho Manchevski,Milcho Manchevski,"Grégoire Colin, Josif Josifovski, Boris Delcevski, Dejan Velkov","In the republic of Macedonia, amid war in Bosnia, an Albanian girl being hunted by Christians is offered protection by a monk who has taken a vow of silence.","Macedonian, English, Albanian, French","Republic of Macedonia, France, UK",Nominated for 1 Oscar. Another 19 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTM3MzAwMzc1N15BMl5BanBnXkFtZTcwMjA4NjA3MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",N/A,8.1,"12,496",tt0110882,movie,24 Jun 2008,N/A,Criterion Collection,N/A,True
Before Sunrise,1995,R,1995-01-27,101,"Drama, Romance",Richard Linklater,"Richard Linklater, Kim Krizan","Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","English, German, French","USA, Austria, Switzerland",1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",77,8.1,"227,626",tt0112471,movie,30 Nov 1999,N/A,Sony Pictures Home Entertainment,N/A,True
Billy Madison,1995,PG-13,1995-02-10,89,Comedy,Tamra Davis,"Tim Herlihy, Adam Sandler","Adam Sandler, Darren McGavin, Bridgette Wilson-Sampras, Bradley Whitford","In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again.","English, French, Spanish",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMzcyMjZmNjctNGNhMS00ZmQxLWFkNzQtYTIxYjVkYmU1NmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",16,6.4,"116,958",tt0112508,movie,02 Jan 2002,N/A,MCA Universal Home Video,N/A,True
The Babysitter,1995,R,1995-10-17,90,"Drama, Thriller",Guy Ferland,"Robert Coover (story), Guy Ferland","Alicia Silverstone, Jeremy London, J.T. Walsh, Lee Garlington",A teenage babysitter is the focus of two boys and a man's separate obsessions.,English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NjgxOTI5M15BMl5BanBnXkFtZTcwNDYyNDk5MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.3/10'}",N/A,4.3,"3,902",tt0112438,movie,26 Mar 2002,N/A,Paramount,N/A,True
Boys on the Side,1995,R,1995-02-03,115,"Comedy, Drama",Herbert Ross,Don Roos,"Whoopi Goldberg, Mary-Louise Parker, Drew Barrymore, Matthew McConaughey","Jane is a night club singer, out of work. Robin is a quirky real estate agent looking for a ride-share to accompany her to California. Her advertisement is answered by Jane, who at first ...",English,"USA, France",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTQzNzg4NDk3OF5BMl5BanBnXkFtZTcwMjcwNTgxMQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",61,6.4,"10,751",tt0112571,movie,06 Nov 2001,N/A,Warner Home Video,N/A,True
The Cure,1995,PG-13,1995-04-21,97,Drama,Peter Horton,Robert Kuhn,"Brad Renfro, Aeryk Egan, Delphine French, Mona Powell","Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",English,USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYjIyOGNkNTgtYmM4Mi00NDU4LTgzZTQtYWJlZjUxZjA2NmI4XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",N/A,7.7,"8,353",tt0112757,movie,23 Nov 2004,N/A,Universal,N/A,True
Castle Freak,1995,R,1995-11-14,90,"Drama, Horror, Mystery",Stuart Gordon,"Stuart Gordon (story), H.P. Lovecraft (story ""The Outsider""), Dennis Paoli (screenplay), Dennis Paoli (story)","Jeffrey Combs, Barbara Crampton, Jonathan Fuller, Jessica Dollarhide",A man struggles to save his family from the strange and deadly occurrences in the castle they've inherited.,"English, Italian, Swedish",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTUyMzQ3MjU5MV5BMl5BanBnXkFtZTcwMTI0NTYzNQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",N/A,5.9,"5,049",tt0112643,movie,11 Jan 2000,N/A,Full Moon,N/A,True
Circle of Friends,1995,PG-13,1995-04-07,103,"Drama, Romance",Pat O'Connor,"Andrew Davies (screenplay), Maeve Binchy (novel)","Chris O'Donnell, Minnie Driver, Geraldine O'Rawe, Saffron Burrows","'Circle Of Friends' is set in 1950's Ireland. The movie focuses on Benny Hogan and her best friend, Eve Malone. The story centers around Benny and Eve as they enter student life at ...",English,"Ireland, USA, UK",1 win.,https://m.media-amazon.com/images/M/MV5BNTAwOTIwMjgxMV5BMl5BanBnXkFtZTcwNjQ0MDYyMQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",70,6.6,"7,511",tt0112679,movie,09 Jan 2001,N/A,HBO Video,N/A,True
Clerks,1994,R,1994-11-09,92,Comedy,Kevin Smith,Kevin Smith,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonauer","A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",English,USA,5 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",70,7.8,"196,863",tt0109445,movie,29 Jun 1999,N/A,Miramax Films,N/A,True
Don Juan DeMarco,1994,PG-13,1995-04-07,97,"Comedy, Drama, Romance",Jeremy Leven,"Lord Byron (character Don Juan), Jeremy Leven","Marlon Brando, Johnny Depp, Faye Dunaway, Géraldine Pailhas","A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world.","English, Spanish",USA,Nominated for 1 Oscar. Another 4 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNzRiMGM2ODgtN2Y1Zi00ODk5LThhOTItOWVkODM0YjAyZTI2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",63,6.7,"44,781",tt0112883,movie,01 Jan 1998,N/A,New Line Home Entertainment,N/A,True
Disclosure,1994,R,1994-12-09,128,"Drama, Thriller",Barry Levinson,"Michael Crichton (novel), Paul Attanasio (screenplay)","Michael Douglas, Demi Moore, Donald Sutherland, Caroline Goodall","A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYzhkNjE2YTQtYWQzNS00ZTkwLTg4YzAtNjNlYTRlMGEzYjcxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",58,6.1,"41,040",tt0109635,movie,27 Aug 1997,N/A,Warner Home Video,N/A,True
Drop Zone,1994,R,1994-12-09,101,"Action, Adventure, Thriller",John Badham,"Tony Griffin (story), Guy Manos (story), Peter Barsocchini (story), Peter Barsocchini (screenplay), John Bishop (screenplay)","Wesley Snipes, Gary Busey, Yancy Butler, Michael Jeter",A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNGUyMWNjNGYtZmNhNS00MGQxLTlmYmMtNDE0NDhhNDk3ZTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",N/A,5.6,"17,490",tt0109676,movie,25 May 1999,N/A,Paramount,N/A,True
Destiny Turns on the Radio,1995,R,1995-04-28,102,"Crime, Comedy, Fantasy",Jack Baran,"Robert Ramsey, Matthew Stone","Dylan McDermott, Nancy Travis, James Le Gros, Quentin Tarantino","Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert. But then, things aren't always as they seem. Anything can ...",English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BZWQ5YmQ5YWUtMDYyOS00Yzk1LTg2MTktOGVmMDMzODFiMWJlXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.5/10'}",N/A,4.5,"1,988",tt0112854,movie,10 Oct 1995,N/A,HBO Video,N/A,True
Death and the Maiden,1994,R,1995-01-27,103,"Drama, Mystery, Thriller",Roman Polanski,"Ariel Dorfman (play), Rafael Yglesias (screenplay), Ariel Dorfman (screenplay)","Sigourney Weaver, Ben Kingsley, Stuart Wilson, Krystia Mova",A political activist is convinced that her guest is a man who once tortured her for the government.,English,"UK, France, USA",4 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMDYwODA0NDctMzJlOS00ODE2LThmZDUtMzBhNWFjYjUxMjEwXkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",72,7.3,"19,191",tt0109579,movie,03 Jun 2003,N/A,Fine Line Features,N/A,True
Dolores Claiborne,1995,R,1995-03-24,132,"Crime, Drama, Mystery",Taylor Hackford,"Stephen King (book), Tony Gilroy (screenplay)","Kathy Bates, Jennifer Jason Leigh, Judy Parfitt, Christopher Plummer",A big-city reporter travels to the small town where her mother has been arrested for the murder of an elderly woman that she works for as a maid.,English,USA,1 win & 8 nominations.,https://m.media-amazon.com/images/M/MV5BNzhkNjFlNDQtMDYxNy00NGU5LWE4YmItOWIyYzg5MTNmNzcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",62,7.4,"33,652",tt0109642,movie,06 Nov 2001,N/A,Sony Pictures Home Entertainment,N/A,True
Dumb and Dumber,1994,PG-13,1994-12-16,107,Comedy,"Peter Farrelly, Bobby Farrelly","Peter Farrelly, Bennett Yellin, Bobby Farrelly","Jim Carrey, Jeff Daniels, Lauren Holly, Mike Starr",The cross-country adventures of 2 good-hearted but incredibly stupid friends.,"English, Swedish, German",USA,5 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BZDQwMjNiMTQtY2UwYy00NjhiLTk0ZWEtZWM5ZWMzNGFjNTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",41,7.3,"320,438",tt0109686,movie,20 May 1997,N/A,Warner Bros,N/A,True
Eat Drink Man Woman,1994,NOT RATED,1994-08-03,124,"Comedy, Drama, Romance",Ang Lee,"Ang Lee, James Schamus, Hui-Ling Wang","Sihung Lung, Yu-Wen Wang, Chien-Lien Wu, Kuei-Mei Yang",A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,"Mandarin, French","Taiwan, USA",Nominated for 1 Oscar. Another 5 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMGEyNDI0OGQtMjY3Yi00NGU5LWFiNTQtNWMyZmJmNDAzMDMwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",N/A,7.8,"15,835",tt0111797,movie,05 Mar 2002,N/A,Samuel Goldwyn Films,N/A,True
Exotica,1994,R,1995-03-24,103,Drama,Atom Egoyan,Atom Egoyan,"Bruce Greenwood, Mia Kirshner, Don McKellar, Elias Koteas",A man whose daughter recently died becomes obsessed with a dancer in the night club Exotica.,"English, Hebrew",Canada,15 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMGIxN2NiMDYtYjQ0YS00M2ViLTkzYTUtNDdhYWZmOTM0ZmJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",N/A,7.1,"16,187",tt0109759,movie,16 Nov 1999,N/A,ARP,N/A,True
Exit to Eden,1994,R,1994-10-14,113,"Comedy, Crime, Romance",Garry Marshall,"Anne Rice (novel), Deborah Amelon (screenplay), Bob Brunner (screenplay)","Dana Delany, Paul Mercurio, Rosie O'Donnell, Dan Aykroyd","Elliot is going to the island of Eden to live out his submissive fantasies, but inadvertently photographs diamond smugglers at work. Smugglers, and detectives, follow him to the island, ...",English,USA,1 win & 4 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3OTM4NjQ4Nl5BMl5BanBnXkFtZTcwODY0NjIyMQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.1/10'}",N/A,4.1,"5,801",tt0109758,movie,02 Apr 2002,N/A,HBO Video,N/A,True
Ed Wood,1994,R,1994-10-07,127,"Biography, Comedy, Drama",Tim Burton,"Rudolph Grey (book), Scott Alexander, Larry Karaszewski","Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette","Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",English,USA,Won 2 Oscars. Another 23 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.9/10'}",70,7.9,"154,110",tt0109707,movie,13 Aug 2002,N/A,Buena Vista Pictures,N/A,True
French Kiss,1995,PG-13,1995-05-05,111,"Comedy, Drama, Romance",Lawrence Kasdan,Adam Brooks,"Meg Ryan, Kevin Kline, Timothy Hutton, Jean Reno","A woman flies to France to confront her straying fiancé, but gets into trouble when the charming crook seated next to her uses her for smuggling.","English, French","UK, USA",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTkzMjg5MDQ3M15BMl5BanBnXkFtZTgwOTM5NTE0MDE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",50,6.6,"42,724",tt0113117,movie,08 Jan 2002,N/A,Twentieth Century Fox Home Entertainment,N/A,True
Forget Paris,1995,PG-13,1995-05-19,101,"Comedy, Romance",Billy Crystal,"Billy Crystal, Lowell Ganz, Babaloo Mandel","Billy Crystal, Debra Winger, Joe Mantegna, Cynthia Stevenson","Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews, an American living in Paris, works for the airline Mickey flies on. They meet and fall in love...",English,USA,1 win.,https://images-na.ssl-images-amazon.com/images/M/MV5BM2ZkYTUxZjQtODhkMy00NWI3LWFlMDMtMzYzZTQ3YmFjMjg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",N/A,6.4,"10,019",tt0113097,movie,18 Jan 2000,N/A,Sony Pictures Home Entertainment,N/A,True
Far from Home: The Adventures of Yellow Dog,1995,PG,1995-01-13,81,"Adventure, Family",Phillip Borsos,Phillip Borsos,"Mimi Rogers, Bruce Davison, Jesse Bradford, Tom Bower","Teenage Angus adopts a stray dog and names him Yellow. Several days later, while traveling along the coast of British Columbia with Angus' father, John, the boy and dog become stranded when...",English,USA,3 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MTg2NDU0Ml5BMl5BanBnXkFtZTYwODM0NDk5._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",N/A,6.4,"2,220",tt0113028,movie,11 Mar 2003,N/A,Kagan Company Radio Telegraph,N/A,True
A Goofy Movie,1995,G,1995-04-07,78,"Animation, Adventure, Comedy, Family, Musical, Romance",Kevin Lima,"Jymn Magon (story), Jymn Magon (screenplay), Chris Matheson (screenplay), Brian Pimental (screenplay), Brian Pimental (story supervisor), Curtis Armstrong (additional written material), John Doolittle (additional written material)","Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin","When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy.",English,"USA, Australia, France, Canada",5 nominations.,https://m.media-amazon.com/images/M/MV5BZDczYjU4MDMtY2RjMy00Y2UyLWE2MmMtZjliYWUwNzQ3YjExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",N/A,6.8,"39,294",tt0113198,movie,20 Jun 2000,N/A,The Walt Disney Company,N/A,True
Hideaway,1995,R,1995-03-03,106,"Fantasy, Horror, Thriller",Brett Leonard,"Dean R. Koontz (novel), Andrew Kevin Walker (screenplay), Neal Jimenez (screenplay)","Jeff Goldblum, Christine Lahti, Alicia Silverstone, Jeremy Sisto",Hatch Harrison had a traffic accident with his car. At first the doctors said he was dead but then they succeeded to bring him back to life after two hours. But Hatch starts to have strange...,English,USA,1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMmM1OTU2MDQtZWVjMi00NmY4LWI1ZDYtZTg0ODE5YTUxNDA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.3/10'}",N/A,5.3,"5,422",tt0113303,movie,03 Oct 2000,N/A,Sony Pictures Home Entertainment,N/A,True
Fluke,1995,PG,1995-06-02,96,"Drama, Family, Fantasy",Carlo Carlei,"James Herbert (novel), Carlo Carlei (screenplay), James Carrington (screenplay)","Samuel L. Jackson, Matthew Modine, Nancy Travis, Eric Stoltz","After a man dies in a car crash, he is reincarnated as a dog and attempts to reconnect with his family.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BODM0ZTQ2ZGYtNmNlMi00OGU3LTgyMjQtYmVlOGNlYWQ2Y2Y3L2ltYWdlXkEyXkFqcGdeQXVyNjg4NzYzMzA@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",N/A,6.7,"5,850",tt0113089,movie,06 Mar 2001,N/A,MGM Home Entertainment,N/A,True
Farinelli,1994,R,1995-03-17,111,"Biography, Drama, Music",Gérard Corbiau,"Andrée Corbiau (original scenario), Gérard Corbiau (original scenario), Marcel Beaulieu (adaptation), Andrée Corbiau (adaptation), Gérard Corbiau (adaptation), Andrée Corbiau (dialogue)","Stefano Dionisi, Enrico Lo Verso, Elsa Zylberstein, Caroline Cellier","Farinelli, is the artistic name of Carlo Broschi, a young singer in Handel's time. He was castrated in his childhood in order to preserve his voice. During his life he becomes to be a very ...","French, Italian","France, Italy, Belgium",Nominated for 1 Oscar. Another 6 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BODFhZWM4NGMtMjM1OS00M2JmLTg1MTctYWI4YTlhMTdhNjVjXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",N/A,6.9,"5,686",tt0109771,movie,22 Aug 2000,N/A,Sony Pictures Home Entertainment,N/A,True
Gordy,1995,G,1995-05-12,90,"Comedy, Drama, Family",Mark Lewis,"Jay Sommers (story), Dick Chevillat (story), Leslie Stevens (screenplay), Jay Sommers (screenplay), Dick Chevillat (screenplay)","Doug Stone, Kristy Young, James Donadio, Deborah Hobart",A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.,English,USA,1 win.,https://ia.media-imdb.com/images/M/MV5BN2Q0MmFkZTktZjZmMC00OWIwLTgzOGYtOTk2MTAzNzY4ZTkxXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '3.9/10'}",N/A,3.9,"1,731",tt0113199,movie,04 Jun 2002,N/A,Miramax,N/A,True
